"Sr. No.","State","Work","Work ID","IDA","Hon'ble Members of Parliament","Constituency","Expenditure Date","Vendor Name","Payment Status","Fund Disbursed Amount ( ₹ )"
"56774","Assam","Security gates in streets/public place for safety purpose","WS/MP18020/2025-2026/253737","NALBARI(DEPUTY COMMISSIONER NALBARI_IDA)","PHANI BHUSAN CHOUDHURY","BARPETA","12-May-2026","BRAHMAPUTRA ENTERPRISE","Payment Success","56916"
"56775","Assam","Security gates in streets/public place for safety purpose","WS/MP18020/2025-2026/253737","NALBARI(DEPUTY COMMISSIONER NALBARI_IDA)","PHANI BHUSAN CHOUDHURY","BARPETA","19-Jun-2026","BRAHMAPUTRA ENTERPRISE","Payment Success","163574"
"56776","Assam","Security gates in streets/public place for safety purpose","WS/MP18020/2025-2026/253737","NALBARI(DEPUTY COMMISSIONER NALBARI_IDA)","PHANI BHUSAN CHOUDHURY","BARPETA","19-Jun-2026","BRAHMAPUTRA ENTERPRISE","Payment Success","56916"
"56777","Assam","Security gates in streets/public place for safety purpose","WS/MP18020/2025-2026/253733","NALBARI(DEPUTY COMMISSIONER NALBARI_IDA)","PHANI BHUSAN CHOUDHURY","BARPETA","14-May-2026","BRAHMAPUTRA ENTERPRISE","Payment Success","81398"
"56778","Assam","Security gates in streets/public place for safety purpose","WS/MP18020/2026-2027/253734","NALBARI(DEPUTY COMMISSIONER NALBARI_IDA)","PHANI BHUSAN CHOUDHURY","BARPETA","22-Jun-2026","BALAJI ENTERPRISE","Payment Success","120000"
"56779","Assam","Security gates in streets/public place for safety purpose","WS/MP18020/2026-2027/253734","NALBARI(DEPUTY COMMISSIONER NALBARI_IDA)","PHANI BHUSAN CHOUDHURY","BARPETA","19-Aug-2026","BALAJI ENTERPRISE","Payment Success","20976"
"56780","Assam","Security gates in streets/public place for safety purpose","WS/MP18020/2026-2027/253734","NALBARI(DEPUTY COMMISSIONER NALBARI_IDA)","PHANI BHUSAN CHOUDHURY","BARPETA","19-Aug-2026","BALAJI ENTERPRISE","Payment Success","59024"
"56781","Assam","Construction of community centers and community halls","WS/MP18020/2025-2026/207099","NALBARI(DEPUTY COMMISSIONER NALBARI_IDA)","PHANI BHUSAN CHOUDHURY","BARPETA","04-Sep-2025","RK ENTERPRISE","Payment Success","405996"
"56782","Assam","Construction of community centers and community halls","WS/MP18020/2025-2026/207099","NALBARI(DEPUTY COMMISSIONER NALBARI_IDA)","PHANI BHUSAN CHOUDHURY","BARPETA","05-Feb-2026","RK ENTERPRISE","Payment Success","85936"
"56783","Assam","Construction of community centers and community halls","WS/MP18020/2025-2026/207099","NALBARI(DEPUTY COMMISSIONER NALBARI_IDA)","PHANI BHUSAN CHOUDHURY","BARPETA","05-Feb-2026","RK ENTERPRISE","Payment Success","158100"
"56784","Assam","Construction of community centers and community halls","WS/MP18020/2025-2026/207099","NALBARI(DEPUTY COMMISSIONER NALBARI_IDA)","PHANI BHUSAN CHOUDHURY","BARPETA","05-Feb-2026","RK ENTERPRISE","Payment Success","84320"
"56785","Assam","Security gates in streets/public place for safety purpose","WS/MP18020/2025-2026/253736","NALBARI(DEPUTY COMMISSIONER NALBARI_IDA)","PHANI BHUSAN CHOUDHURY","BARPETA","06-Jul-2026","RK ENTERPRISE","Payment Success","63448"
"56786","Assam","Security gates in streets/public place for safety purpose","WS/MP18020/2025-2026/253736","NALBARI(DEPUTY COMMISSIONER NALBARI_IDA)","PHANI BHUSAN CHOUDHURY","BARPETA","06-Jul-2026","RK ENTERPRISE","Payment Success","31724"
"56787","Assam","Security gates in streets/public place for safety purpose","WS/MP18020/2025-2026/253736","NALBARI(DEPUTY COMMISSIONER NALBARI_IDA)","PHANI BHUSAN CHOUDHURY","BARPETA","19-Jun-2026","RK ENTERPRISE","Payment Success","83350"
"56788","Rajasthan","Construction of community centers and community halls","WS/MP18162/2025-2026/163638","Shahpura(DISTRICT COLLECTOR Shahpura_IDA)","DAMODAR AGARWAL","BHILWARA","03-Feb-2026","SHREE BALAJI CONSTRUCTION","Payment Success","366818"
"56789","Nagaland","Creation of new ponds","WS/MP18391/2024-2025/140323","Chumoukedima(Deputy Commissioner Chumoukedima_IDA)","S SUPONGMEREN JAMIR","NAGALAND","08-Nov-2024","M Shilu Jamir","Payment Success","850000"
"56790","Nagaland","Creation of new ponds","WS/MP18391/2024-2025/140323","Chumoukedima(Deputy Commissioner Chumoukedima_IDA)","S SUPONGMEREN JAMIR","NAGALAND","13-Dec-2024","M Shilu Jamir","Payment Success","850000"
"56791","Karnataka","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18083/2025-2026/235294","DAKSHINA KANNADA(DEPUTY COMMISSIONER DAKSHIN KANNAD MANGALORE_IDA)","CAPTAIN BRIJESH CHOWTA","DAKSHINA KANNADA","19-Nov-2025","LEELADHAR","Payment Success","497830"
"56792","Himachal Pradesh","Providing drains and gutters for public drainage","WS/MP598/2024-2025/151549","SOLAN(DEPUTY COMMISSIONER SOLAN_IDA)","Suresh Kumar Kashyap","SHIMLA (SC)","27-Mar-2025","PO DRDA SOLAN","Payment Success","300000"
"56793","Himachal Pradesh","Construction of public libraries and reading rooms","WS/MP598/2025-2026/220326","SOLAN(DEPUTY COMMISSIONER SOLAN_IDA)","Suresh Kumar Kashyap","SHIMLA (SC)","16-Feb-2026","PO DRDA SOLAN","Payment Success","200000"
"56794","Himachal Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP598/2025-2026/185808","SOLAN(DEPUTY COMMISSIONER SOLAN_IDA)","Suresh Kumar Kashyap","SHIMLA (SC)","16-Jul-2025","PO DRDA SOLAN","Payment Success","400000"
"56795","Himachal Pradesh","Purchase of ambulances (Four, three and two wheelers)","WS/MP598/2025-2026/220324","SOLAN(DEPUTY COMMISSIONER SOLAN_IDA)","Suresh Kumar Kashyap","SHIMLA (SC)","13-Aug-2025","PO DRDA SOLAN","Payment Success","400000"
"56796","Himachal Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP598/2025-2026/180224","SOLAN(DEPUTY COMMISSIONER SOLAN_IDA)","Suresh Kumar Kashyap","SHIMLA (SC)","24-Oct-2025","PO DRDA SOLAN","Payment Success","400000"
"56797","Himachal Pradesh","Construction of community centers and community halls","WS/MP598/2025-2026/180228","SOLAN(DEPUTY COMMISSIONER SOLAN_IDA)","Suresh Kumar Kashyap","SHIMLA (SC)","24-Oct-2025","PO DRDA SOLAN","Payment Success","300000"
"56798","Himachal Pradesh","Construction of footpaths and pedestrian ways","WS/MP598/2025-2026/180222","SOLAN(DEPUTY COMMISSIONER SOLAN_IDA)","Suresh Kumar Kashyap","SHIMLA (SC)","24-Oct-2025","PO DRDA SOLAN","Payment Success","400000"
"56799","Himachal Pradesh","Construction of community centers and community halls","WS/MP598/2025-2026/180230","SOLAN(DEPUTY COMMISSIONER SOLAN_IDA)","Suresh Kumar Kashyap","SHIMLA (SC)","05-Mar-2026","PO DRDA SOLAN","Payment Success","300000"
"56800","Himachal Pradesh","Construction of footpaths and pedestrian ways","WS/MP598/2025-2026/180223","SOLAN(DEPUTY COMMISSIONER SOLAN_IDA)","Suresh Kumar Kashyap","SHIMLA (SC)","24-Oct-2025","PO DRDA SOLAN","Payment Success","400000"
"56801","Himachal Pradesh","Construction of community centers and community halls","WS/MP598/2025-2026/199529","SOLAN(DEPUTY COMMISSIONER SOLAN_IDA)","Suresh Kumar Kashyap","SHIMLA (SC)","16-Feb-2026","PO DRDA SOLAN","Payment Success","400000"
"56802","Himachal Pradesh","Construction of community centers and community halls","WS/MP598/2025-2026/180229","SOLAN(DEPUTY COMMISSIONER SOLAN_IDA)","Suresh Kumar Kashyap","SHIMLA (SC)","23-Feb-2026","PO DRDA SOLAN","Payment Success","300000"
"56803","Assam","Construction of community centers and community halls","WS/MP18019/2025-2026/143867","KARBI ANGLONG(DEPUTY COMMISSIONER KARBI ANGLONG_IDA)","AMARSING TISSO","Diphu (ST)","10-Jun-2025","Green Hill Trader","Payment Success","802778"
"56804","Odisha","Construction of community centers and community halls","WS/MP18139/2025-2026/202360","Baragada(DISTRICT COLLECTOR BARAGARH_IDA)","PRADEEP PUROHIT","BARGARH","14-Mar-2026","BENUDHAR GARDIA","Payment Success","200000"
"56805","Odisha","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP370/2025-2026/185054","Sundaragada(DISTRICT COLLECTOR SUNDARGARH_IDA)","Shri Jual Oram","SUNDARGARH (ST)","23-Mar-2026","PUSPANJALI BILUNG","Payment Success","600000"
"56806","Odisha","Purchase of IT systems, including hardware and software for educational purposes","WS/MP370/2025-2026/198863","Sundaragada(DISTRICT COLLECTOR SUNDARGARH_IDA)","Shri Jual Oram","SUNDARGARH (ST)","23-Oct-2025","BDO SUBDEGA PS MISC","Payment Success","14400"
"56807","Odisha","Purchase of IT systems, including hardware and software for educational purposes","WS/MP370/2025-2026/198865","Sundaragada(DISTRICT COLLECTOR SUNDARGARH_IDA)","Shri Jual Oram","SUNDARGARH (ST)","23-Oct-2025","BDO SUBDEGA PS MISC","Payment Success","14400"
"56808","Odisha","Purchase of IT systems, including hardware and software for educational purposes","WS/MP370/2025-2026/198861","Sundaragada(DISTRICT COLLECTOR SUNDARGARH_IDA)","Shri Jual Oram","SUNDARGARH (ST)","22-Oct-2025","BDO SUBDEGA PS MISC","Payment Success","14400"
"56809","Odisha","Purchase of IT systems, including hardware and software for educational purposes","WS/MP370/2025-2026/198851","Sundaragada(DISTRICT COLLECTOR SUNDARGARH_IDA)","Shri Jual Oram","SUNDARGARH (ST)","23-Oct-2025","BDO SUBDEGA PS MISC","Payment Success","14400"
"56810","Odisha","Purchase of IT systems, including hardware and software for educational purposes","WS/MP370/2025-2026/198854","Sundaragada(DISTRICT COLLECTOR SUNDARGARH_IDA)","Shri Jual Oram","SUNDARGARH (ST)","23-Oct-2025","BDO SUBDEGA PS MISC","Payment Success","14400"
"56811","Odisha","Purchase of IT systems, including hardware and software for educational purposes","WS/MP370/2025-2026/198852","Sundaragada(DISTRICT COLLECTOR SUNDARGARH_IDA)","Shri Jual Oram","SUNDARGARH (ST)","23-Oct-2025","BDO SUBDEGA PS MISC","Payment Success","14400"
"56812","Odisha","Purchase of IT systems, including hardware and software for educational purposes","WS/MP370/2025-2026/198862","Sundaragada(DISTRICT COLLECTOR SUNDARGARH_IDA)","Shri Jual Oram","SUNDARGARH (ST)","23-Oct-2025","BDO SUBDEGA PS MISC","Payment Success","14400"
"56813","Odisha","Purchase of IT systems, including hardware and software for educational purposes","WS/MP370/2025-2026/198860","Sundaragada(DISTRICT COLLECTOR SUNDARGARH_IDA)","Shri Jual Oram","SUNDARGARH (ST)","23-Oct-2025","BDO SUBDEGA PS MISC","Payment Success","14400"
"56814","Odisha","Purchase of IT systems, including hardware and software for educational purposes","WS/MP370/2024-2025/140208","Sundaragada(DISTRICT COLLECTOR SUNDARGARH_IDA)","Shri Jual Oram","SUNDARGARH (ST)","21-Feb-2025","BDO SUBDEGA PS MISC","Payment Success","9600"
"56815","Odisha","Construction of community centers and community halls","WS/MP370/2025-2026/174606","Sundaragada(DISTRICT COLLECTOR SUNDARGARH_IDA)","Shri Jual Oram","SUNDARGARH (ST)","18-Feb-2026","BDO SUBDEGA PS MISC","Payment Success","5298"
"56816","Odisha","Purchase of IT systems, including hardware and software for educational purposes","WS/MP370/2024-2025/140210","Sundaragada(DISTRICT COLLECTOR SUNDARGARH_IDA)","Shri Jual Oram","SUNDARGARH (ST)","21-Feb-2025","BDO SUBDEGA PS MISC","Payment Success","9600"
"56817","Odisha","Purchase of IT systems, including hardware and software for educational purposes","WS/MP370/2024-2025/140211","Sundaragada(DISTRICT COLLECTOR SUNDARGARH_IDA)","Shri Jual Oram","SUNDARGARH (ST)","21-Feb-2025","BDO SUBDEGA PS MISC","Payment Success","9600"
"56818","Odisha","Purchase of IT systems, including hardware and software for educational purposes","WS/MP370/2025-2026/198864","Sundaragada(DISTRICT COLLECTOR SUNDARGARH_IDA)","Shri Jual Oram","SUNDARGARH (ST)","23-Oct-2025","BDO SUBDEGA PS MISC","Payment Success","14400"
"56819","Odisha","Purchase of IT systems, including hardware and software for educational purposes","WS/MP370/2025-2026/198853","Sundaragada(DISTRICT COLLECTOR SUNDARGARH_IDA)","Shri Jual Oram","SUNDARGARH (ST)","23-Oct-2025","BDO SUBDEGA PS MISC","Payment Success","14400"
"56820","Odisha","Purchase of IT systems, including hardware and software for educational purposes","WS/MP370/2024-2025/140207","Sundaragada(DISTRICT COLLECTOR SUNDARGARH_IDA)","Shri Jual Oram","SUNDARGARH (ST)","21-Feb-2025","BDO SUBDEGA PS MISC","Payment Success","9600"
"56821","Odisha","Purchase of IT systems, including hardware and software for educational purposes","WS/MP370/2024-2025/140209","Sundaragada(DISTRICT COLLECTOR SUNDARGARH_IDA)","Shri Jual Oram","SUNDARGARH (ST)","21-Feb-2025","BDO SUBDEGA PS MISC","Payment Success","9600"
"56822","Odisha","Construction of community centers and community halls","WS/MP370/2025-2026/174606","Sundaragada(DISTRICT COLLECTOR SUNDARGARH_IDA)","Shri Jual Oram","SUNDARGARH (ST)","18-Feb-2026","TAHASILDAR SUBDEGA","Payment Success","596"
"56823","Punjab","Construction of common work sheds/ common covered sitting area","WS/MP380/2025-2026/196742","MALERKOTLA(Deputy Commissioner Malerkotla_IDA)","Shri Amar Singh","FATEHGARH SAHIB(SC)","16-Feb-2026","ms goyal  company BKO bhikampur","Payment Success","17500"
"56824","Nagaland","Creation of new ponds","WS/MP18391/2024-2025/140318","Chumoukedima(Deputy Commissioner Chumoukedima_IDA)","S SUPONGMEREN JAMIR","NAGALAND","08-Nov-2024","G Khekavi Zhimo","Payment Success","500000"
"56825","Nagaland","Creation of new ponds","WS/MP18391/2024-2025/140318","Chumoukedima(Deputy Commissioner Chumoukedima_IDA)","S SUPONGMEREN JAMIR","NAGALAND","13-Dec-2024","G Khekavi Zhimo","Payment Success","500000"
"56826","Nagaland","Construction of footpaths and pedestrian ways","WS/MP18391/2024-2025/140300","Chumoukedima(Deputy Commissioner Chumoukedima_IDA)","S SUPONGMEREN JAMIR","NAGALAND","08-Nov-2024","K Wati Imchen","Payment Success","100000"
"56827","Nagaland","Construction of footpaths and pedestrian ways","WS/MP18391/2024-2025/140300","Chumoukedima(Deputy Commissioner Chumoukedima_IDA)","S SUPONGMEREN JAMIR","NAGALAND","18-Nov-2024","K Wati Imchen","Payment Success","100000"
"56828","Karnataka","Construction of community centers and community halls","WS/MP618/2025-2026/188569","BAGALKOTE(DEPUTY COMMISSIONER BAGALKOT_IDA)","Parvatagouda Chandanagouda Gaddigoudar","BAGALKOT","22-Jul-2026","YAMANAPPA WALMIKI","Payment Success","375000"
"56829","Chhattisgarh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18278/2024-2025/149061","SAKTI(COLLECTOR SAKTI_IDA)","KAMLESH JANGDE","JANJGIR CHAMPA(SC)","14-Nov-2024","SARPANCH GRAM PANCHAYAT BHATMAHUL","Payment Success","240000"
"56830","Chhattisgarh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18278/2024-2025/149061","SAKTI(COLLECTOR SAKTI_IDA)","KAMLESH JANGDE","JANJGIR CHAMPA(SC)","12-Dec-2024","SARPANCH GRAM PANCHAYAT BHATMAHUL","Payment Success","359094"
"56831","Karnataka","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18263/2025-2026/155533","UDUPI(DEPUTY COMMISSIONER UDUPI_IDA)","KOTA SRINIVAS POOJARY","UDUPI CHIKMAGALUR","27-Oct-2025","VISHAL JAYARAMA SALIAN","Payment Success","500000"
"56832","Andhra Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP529/2025-2026/216072","Tirupati(DISTRICT COLLECTOR TIRUPATI_IDA)","Maddila Gurumoorthy","TIRUPATI(SC)","24-Apr-2026","Thallapaka Nagarjuna Reddy","Payment Success","494745"
"56833","Andhra Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP529/2025-2026/215859","Tirupati(DISTRICT COLLECTOR TIRUPATI_IDA)","Maddila Gurumoorthy","TIRUPATI(SC)","26-Mar-2026","Thallapaka Nagarjuna Reddy","Payment Success","478691"
"56834","Andhra Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP529/2025-2026/215858","Tirupati(DISTRICT COLLECTOR TIRUPATI_IDA)","Maddila Gurumoorthy","TIRUPATI(SC)","26-Mar-2026","Thallapaka Nagarjuna Reddy","Payment Success","437274"
"56835","Andhra Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP529/2025-2026/215860","Tirupati(DISTRICT COLLECTOR TIRUPATI_IDA)","Maddila Gurumoorthy","TIRUPATI(SC)","26-Mar-2026","Thallapaka Nagarjuna Reddy","Payment Success","479986"
"56836","Andhra Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP529/2025-2026/215857","Tirupati(DISTRICT COLLECTOR TIRUPATI_IDA)","Maddila Gurumoorthy","TIRUPATI(SC)","26-Mar-2026","Thallapaka Nagarjuna Reddy","Payment Success","472889"
"56837","Andhra Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP529/2025-2026/215856","Tirupati(DISTRICT COLLECTOR TIRUPATI_IDA)","Maddila Gurumoorthy","TIRUPATI(SC)","26-Mar-2026","Thallapaka Nagarjuna Reddy","Payment Success","442323"
"56838","Andhra Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP529/2025-2026/215861","Tirupati(DISTRICT COLLECTOR TIRUPATI_IDA)","Maddila Gurumoorthy","TIRUPATI(SC)","26-Mar-2026","Thallapaka Nagarjuna Reddy","Payment Success","434100"
"56839","Andhra Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP529/2024-2025/163834","Tirupati(DISTRICT COLLECTOR TIRUPATI_IDA)","Maddila Gurumoorthy","TIRUPATI(SC)","04-Aug-2025","Thallapaka Nagarjuna Reddy","Payment Success","493038"
"56840","Andhra Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP529/2024-2025/163835","Tirupati(DISTRICT COLLECTOR TIRUPATI_IDA)","Maddila Gurumoorthy","TIRUPATI(SC)","26-Jul-2025","Thallapaka Nagarjuna Reddy","Payment Success","497378"
"56841","Andhra Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP529/2024-2025/178548","Tirupati(DISTRICT COLLECTOR TIRUPATI_IDA)","Maddila Gurumoorthy","TIRUPATI(SC)","26-Jul-2025","Thallapaka Nagarjuna Reddy","Payment Success","493845"
"56842","Andhra Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP529/2024-2025/178536","Tirupati(DISTRICT COLLECTOR TIRUPATI_IDA)","Maddila Gurumoorthy","TIRUPATI(SC)","04-Aug-2025","Thallapaka Nagarjuna Reddy","Payment Success","477822"
"56843","Andhra Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP529/2024-2025/163833","Tirupati(DISTRICT COLLECTOR TIRUPATI_IDA)","Maddila Gurumoorthy","TIRUPATI(SC)","04-Aug-2025","Thallapaka Nagarjuna Reddy","Payment Success","494449"
"56844","Andhra Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP529/2024-2025/178557","Tirupati(DISTRICT COLLECTOR TIRUPATI_IDA)","Maddila Gurumoorthy","TIRUPATI(SC)","04-Aug-2025","Thallapaka Nagarjuna Reddy","Payment Success","492224"
"56845","Andhra Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP529/2024-2025/178556","Tirupati(DISTRICT COLLECTOR TIRUPATI_IDA)","Maddila Gurumoorthy","TIRUPATI(SC)","26-Jul-2025","Thallapaka Nagarjuna Reddy","Payment Success","496700"
"56846","Andhra Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP529/2024-2025/178563","Tirupati(DISTRICT COLLECTOR TIRUPATI_IDA)","Maddila Gurumoorthy","TIRUPATI(SC)","26-Jul-2025","Thallapaka Nagarjuna Reddy","Payment Success","496831"
"56847","Andhra Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP529/2024-2025/178562","Tirupati(DISTRICT COLLECTOR TIRUPATI_IDA)","Maddila Gurumoorthy","TIRUPATI(SC)","26-Jul-2025","Thallapaka Nagarjuna Reddy","Payment Success","496799"
"56848","Andhra Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP529/2024-2025/178558","Tirupati(DISTRICT COLLECTOR TIRUPATI_IDA)","Maddila Gurumoorthy","TIRUPATI(SC)","26-Jul-2025","Thallapaka Nagarjuna Reddy","Payment Success","493845"
"56849","Andhra Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP529/2024-2025/178566","Tirupati(DISTRICT COLLECTOR TIRUPATI_IDA)","Maddila Gurumoorthy","TIRUPATI(SC)","04-Aug-2025","Thallapaka Nagarjuna Reddy","Payment Success","492460"
